#Quantes vegades vols fer f(x)?
#Quin vols que sigui el pas?
#quin vols que sigui h?
6.760000e-01 4.396760e-01 4.190642e+00 7.429255e-01 -1.758916e-01
6.770000e-01 4.438706e-01 4.198577e+00 7.427477e-01 -1.796296e-01
6.780000e-01 4.480731e-01 4.206243e+00 7.425663e-01 -1.830131e-01
6.790000e-01 4.522830e-01 4.213636e+00 7.423818e-01 -1.860437e-01
6.800000e-01 4.565002e-01 4.220757e+00 7.421944e-01 -1.887236e-01
6.810000e-01 4.607244e-01 4.227604e+00 7.420044e-01 -1.910548e-01
6.820000e-01 4.649553e-01 4.234174e+00 7.418124e-01 -1.930398e-01
6.830000e-01 4.691927e-01 4.240467e+00 7.416185e-01 -1.946810e-01
6.840000e-01 4.734362e-01 4.246482e+00 7.414231e-01 -1.959813e-01
6.850000e-01 4.776856e-01 4.252215e+00 7.412266e-01 -1.969435e-01
6.860000e-01 4.819405e-01 4.257667e+00 7.410293e-01 -1.975707e-01
6.870000e-01 4.862008e-01 4.262835e+00 7.408316e-01 -1.978663e-01
6.880000e-01 4.904661e-01 4.267718e+00 7.406337e-01 -1.978336e-01
6.890000e-01 4.947361e-01 4.272314e+00 7.404360e-01 -1.974764e-01
6.900000e-01 4.990106e-01 4.276622e+00 7.402389e-01 -1.967985e-01
6.910000e-01 5.032893e-01 4.280641e+00 7.400425e-01 -1.958040e-01
6.920000e-01 5.075718e-01 4.284368e+00 7.398474e-01 -1.944972e-01
6.930000e-01 5.118579e-01 4.287803e+00 7.396536e-01 -1.928824e-01
6.940000e-01 5.161473e-01 4.290943e+00 7.394617e-01 -1.909642e-01
6.950000e-01 5.204397e-01 4.293788e+00 7.392718e-01 -1.887476e-01
6.960000e-01 5.247348e-01 4.296335e+00 7.390843e-01 -1.862374e-01
6.970000e-01 5.290323e-01 4.298584e+00 7.388994e-01 -1.834390e-01
6.980000e-01 5.333319e-01 4.300532e+00 7.387175e-01 -1.803576e-01
6.990000e-01 5.376332e-01 4.302178e+00 7.385388e-01 -1.769989e-01
7.000000e-01 5.419361e-01 4.303521e+00 7.383636e-01 -1.733687e-01
7.010000e-01 5.462402e-01 4.304560e+00 7.381922e-01 -1.694729e-01
7.020000e-01 5.505451e-01 4.305291e+00 7.380248e-01 -1.653177e-01
7.030000e-01 5.548507e-01 4.305715e+00 7.378616e-01 -1.609094e-01
7.040000e-01 5.591565e-01 4.305829e+00 7.377030e-01 -1.562546e-01
7.050000e-01 5.634622e-01 4.305633e+00 7.375492e-01 -1.513601e-01
7.060000e-01 5.677676e-01 4.305123e+00 7.374004e-01 -1.462326e-01
7.070000e-01 5.720724e-01 4.304300e+00 7.372568e-01 -1.408795e-01
7.080000e-01 5.763761e-01 4.303161e+00 7.371187e-01 -1.353079e-01
7.090000e-01 5.806786e-01 4.301705e+00 7.369863e-01 -1.295253e-01
7.100000e-01 5.849794e-01 4.299930e+00 7.368597e-01 -1.235395e-01
7.110000e-01 5.892783e-01 4.297836e+00 7.367392e-01 -1.173583e-01
7.120000e-01 5.935750e-01 4.295419e+00 7.366251e-01 -1.109898e-01
7.130000e-01 5.978691e-01 4.292680e+00 7.365173e-01 -1.044421e-01
7.140000e-01 6.021602e-01 4.289615e+00 7.364162e-01 -9.772383e-02
7.150000e-01 6.064482e-01 4.286225e+00 7.363219e-01 -9.084347e-02
7.160000e-01 6.107326e-01 4.282506e+00 7.362346e-01 -8.380983e-02
7.170000e-01 6.150131e-01 4.278459e+00 7.361544e-01 -7.663190e-02
7.180000e-01 6.192894e-01 4.274080e+00 7.360814e-01 -6.931882e-02
7.190000e-01 6.235611e-01 4.269370e+00 7.360158e-01 -6.187991e-02
7.200000e-01 6.278280e-01 4.264325e+00 7.359576e-01 -5.432469e-02
7.210000e-01 6.320897e-01 4.258945e+00 7.359071e-01 -4.666283e-02
7.220000e-01 6.363458e-01 4.253228e+00 7.358644e-01 -3.890419e-02
7.230000e-01 6.405960e-01 4.247172e+00 7.358294e-01 -3.105879e-02
7.240000e-01 6.448400e-01 4.240777e+00 7.358023e-01 -2.313682e-02
7.250000e-01 6.490775e-01 4.234040e+00 7.357831e-01 -1.514865e-02
7.260000e-01 6.533080e-01 4.226960e+00 7.357720e-01 -7.104799e-03
7.270000e-01 6.575313e-01 4.219536e+00 7.357689e-01 9.840357e-04
7.280000e-01 6.617469e-01 4.211765e+00 7.357740e-01 9.107005e-03
7.290000e-01 6.659547e-01 4.203647e+00 7.357871e-01 1.725310e-02
7.300000e-01 6.701541e-01 4.195180e+00 7.358085e-01 2.541115e-02
7.310000e-01 6.743449e-01 4.186362e+00 7.358380e-01 3.356983e-02
7.320000e-01 6.785267e-01 4.177192e+00 7.358756e-01 4.171768e-02
7.330000e-01 6.826992e-01 4.167669e+00 7.359214e-01 4.984307e-02
7.340000e-01 6.868620e-01 4.157790e+00 7.359753e-01 5.793423e-02
7.350000e-01 6.910147e-01 4.147554e+00 7.360372e-01 6.597925e-02
7.360000e-01 6.951569e-01 4.136960e+00 7.361072e-01 7.396609e-02
7.370000e-01 6.992885e-01 4.126006e+00 7.361852e-01 8.188255e-02
7.380000e-01 7.034088e-01 4.114692e+00 7.362710e-01 8.971632e-02
7.390000e-01 7.075177e-01 4.103014e+00 7.363646e-01 9.745493e-02
7.400000e-01 7.116147e-01 4.090972e+00 7.364658e-01 1.050858e-01
7.410000e-01 7.156995e-01 4.078563e+00 7.365747e-01 1.125963e-01
7.420000e-01 7.197717e-01 4.065788e+00 7.366910e-01 1.199735e-01
7.430000e-01 7.238310e-01 4.052644e+00 7.368146e-01 1.272045e-01
7.440000e-01 7.278769e-01 4.039129e+00 7.369453e-01 1.342762e-01
7.450000e-01 7.319091e-01 4.025242e+00 7.370831e-01 1.411756e-01
7.460000e-01 7.359273e-01 4.010982e+00 7.372276e-01 1.478893e-01
7.470000e-01 7.399310e-01 3.996346e+00 7.373788e-01 1.544039e-01
7.480000e-01 7.439198e-01 3.981334e+00 7.375364e-01 1.607060e-01
7.490000e-01 7.478935e-01 3.965944e+00 7.377001e-01 1.667821e-01
7.500000e-01 7.518516e-01 3.950175e+00 7.378698e-01 1.726185e-01
7.510000e-01 7.557937e-01 3.934024e+00 7.380453e-01 1.782015e-01
7.520000e-01 7.597195e-01 3.917491e+00 7.382262e-01 1.835172e-01
7.530000e-01 7.636286e-01 3.900573e+00 7.384122e-01 1.885519e-01
7.540000e-01 7.675205e-01 3.883270e+00 7.386032e-01 1.932915e-01
7.550000e-01 7.713950e-01 3.865579e+00 7.387987e-01 1.977221e-01
7.560000e-01 7.752516e-01 3.847500e+00 7.389985e-01 2.018296e-01
7.570000e-01 7.790899e-01 3.829031e+00 7.392022e-01 2.055998e-01
7.580000e-01 7.829095e-01 3.810169e+00 7.394096e-01 2.090187e-01
7.590000e-01 7.867101e-01 3.790915e+00 7.396202e-01 2.120720e-01
7.600000e-01 7.904912e-01 3.771265e+00 7.398336e-01 2.147454e-01
7.610000e-01 7.942525e-01 3.751220e+00 7.400495e-01 2.170248e-01
7.620000e-01 7.979935e-01 3.730776e+00 7.402675e-01 2.188957e-01
7.630000e-01 8.017139e-01 3.709933e+00 7.404872e-01 2.203440e-01
7.640000e-01 8.054132e-01 3.688689e+00 7.407081e-01 2.213552e-01
7.650000e-01 8.090911e-01 3.667042e+00 7.409297e-01 2.219151e-01
7.660000e-01 8.127472e-01 3.644991e+00 7.411517e-01 2.220093e-01
7.670000e-01 8.163810e-01 3.622535e+00 7.413736e-01 2.216235e-01
7.680000e-01 8.199921e-01 3.599672e+00 7.415948e-01 2.207434e-01
7.690000e-01 8.235802e-01 3.576400e+00 7.418149e-01 2.193547e-01
7.700000e-01 8.271448e-01 3.552719e+00 7.420334e-01 2.174432e-01
7.710000e-01 8.306855e-01 3.528625e+00 7.422496e-01 2.149947e-01
7.720000e-01 8.342019e-01 3.504119e+00 7.424632e-01 2.119949e-01
7.730000e-01 8.376936e-01 3.479198e+00 7.426734e-01 2.084297e-01
7.740000e-01 8.411602e-01 3.453860e+00 7.428798e-01 2.042852e-01
7.750000e-01 8.446012e-01 3.428105e+00 7.430818e-01 1.995472e-01
7.760000e-01 8.480162e-01 3.401931e+00 7.432787e-01 1.942020e-01
7.770000e-01 8.514049e-01 3.375335e+00 7.434700e-01 1.882355e-01
7.780000e-01 8.547668e-01 3.348318e+00 7.436550e-01 1.816341e-01
7.790000e-01 8.581014e-01 3.320877e+00 7.438330e-01 1.743842e-01
7.800000e-01 8.614084e-01 3.293010e+00 7.440035e-01 1.664722e-01
7.810000e-01 8.646873e-01 3.264717e+00 7.441658e-01 1.578846e-01
7.820000e-01 8.679377e-01 3.235995e+00 7.443191e-01 1.486081e-01
7.830000e-01 8.711591e-01 3.206843e+00 7.444627e-01 1.386297e-01
7.840000e-01 8.743512e-01 3.177260e+00 7.445961e-01 1.279362e-01
7.850000e-01 8.775135e-01 3.147244e+00 7.447184e-01 1.165148e-01
7.860000e-01 8.806455e-01 3.116793e+00 7.448289e-01 1.043529e-01
7.870000e-01 8.837469e-01 3.085907e+00 7.449268e-01 9.143773e-02
7.880000e-01 8.868172e-01 3.054583e+00 7.450115e-01 7.775709e-02
7.890000e-01 8.898559e-01 3.022819e+00 7.450821e-01 6.329878e-02
7.900000e-01 8.928627e-01 2.990616e+00 7.451378e-01 4.805085e-02
7.910000e-01 8.958370e-01 2.957970e+00 7.451779e-01 3.200153e-02
7.920000e-01 8.987785e-01 2.924880e+00 7.452016e-01 1.513931e-02
7.930000e-01 9.016866e-01 2.891345e+00 7.452079e-01 -2.547113e-03
7.940000e-01 9.045610e-01 2.857364e+00 7.451962e-01 -2.106878e-02
7.950000e-01 9.074012e-01 2.822935e+00 7.451655e-01 -4.043650e-02
7.960000e-01 9.102068e-01 2.788055e+00 7.451150e-01 -6.066079e-02
7.970000e-01 9.129772e-01 2.752725e+00 7.450439e-01 -8.175190e-02
7.980000e-01 9.157121e-01 2.716941e+00 7.449512e-01 -1.037198e-01
7.990000e-01 9.184109e-01 2.680704e+00 7.448362e-01 -1.265741e-01
8.000000e-01 9.210733e-01 2.644010e+00 7.446978e-01 -1.503243e-01
8.010000e-01 9.236988e-01 2.606859e+00 7.445352e-01 -1.749792e-01
8.020000e-01 9.262869e-01 2.569250e+00 7.443475e-01 -2.005476e-01
8.030000e-01 9.288371e-01 2.531180e+00 7.441338e-01 -2.270379e-01
8.040000e-01 9.313491e-01 2.492648e+00 7.438931e-01 -2.544580e-01
8.050000e-01 9.338223e-01 2.453652e+00 7.436246e-01 -2.828155e-01
8.060000e-01 9.362562e-01 2.414192e+00 7.433272e-01 -3.121176e-01
8.070000e-01 9.386505e-01 2.374265e+00 7.430000e-01 -3.423711e-01
8.080000e-01 9.410046e-01 2.333870e+00 7.426421e-01 -3.735824e-01
8.090000e-01 9.433181e-01 2.293005e+00 7.422525e-01 -4.057575e-01
8.100000e-01 9.455905e-01 2.251670e+00 7.418303e-01 -4.389020e-01
8.110000e-01 9.478213e-01 2.209861e+00 7.413744e-01 -4.730207e-01
8.120000e-01 9.500100e-01 2.167579e+00 7.408839e-01 -5.081185e-01
8.130000e-01 9.521563e-01 2.124821e+00 7.403578e-01 -5.441993e-01
8.140000e-01 9.542595e-01 2.081586e+00 7.397952e-01 -5.812669e-01
8.150000e-01 9.563193e-01 2.037872e+00 7.391950e-01 -6.193242e-01
8.160000e-01 9.583351e-01 1.993678e+00 7.385562e-01 -6.583738e-01
8.170000e-01 9.603065e-01 1.949002e+00 7.378779e-01 -6.984179e-01
8.180000e-01 9.622329e-01 1.903843e+00 7.371590e-01 -7.394578e-01
8.190000e-01 9.641140e-01 1.858199e+00 7.363987e-01 -7.814944e-01
8.200000e-01 9.659492e-01 1.812069e+00 7.355957e-01 -8.245281e-01
8.210000e-01 9.677380e-01 1.765451e+00 7.347493e-01 -8.685584e-01
8.220000e-01 9.694799e-01 1.718344e+00 7.338583e-01 -9.135846e-01
8.230000e-01 9.711745e-01 1.670745e+00 7.329218e-01 -9.596050e-01
8.240000e-01 9.728212e-01 1.622655e+00 7.319387e-01 -1.006617e+00
8.250000e-01 9.744196e-01 1.574070e+00 7.309082e-01 -1.054619e+00
8.260000e-01 9.759692e-01 1.524990e+00 7.298292e-01 -1.103606e+00
8.270000e-01 9.774694e-01 1.475413e+00 7.287007e-01 -1.153574e+00
8.280000e-01 9.789199e-01 1.425337e+00 7.275217e-01 -1.204518e+00
8.290000e-01 9.803200e-01 1.374762e+00 7.262913e-01 -1.256433e+00
8.300000e-01 9.816692e-01 1.323684e+00 7.250085e-01 -1.309312e+00
8.310000e-01 9.829672e-01 1.272104e+00 7.236724e-01 -1.363147e+00
8.320000e-01 9.842133e-01 1.220019e+00 7.222819e-01 -1.417930e+00
8.330000e-01 9.854070e-01 1.167428e+00 7.208362e-01 -1.473654e+00
8.340000e-01 9.865479e-01 1.114329e+00 7.193343e-01 -1.530307e+00
8.350000e-01 9.876355e-01 1.060721e+00 7.177753e-01 -1.587879e+00
8.360000e-01 9.886692e-01 1.006603e+00 7.161582e-01 -1.646358e+00
8.370000e-01 9.896485e-01 9.519720e-01 7.144822e-01 -1.705733e+00
8.380000e-01 9.905730e-01 8.968274e-01 7.127465e-01 -1.765990e+00
8.390000e-01 9.914420e-01 8.411675e-01 7.109500e-01 -1.827115e+00
8.400000e-01 9.922552e-01 7.849908e-01 7.090919e-01 -1.889092e+00
8.410000e-01 9.930118e-01 7.282958e-01 7.071715e-01 -1.951906e+00
8.420000e-01 9.937116e-01 6.710809e-01 7.051879e-01 -2.015538e+00
8.430000e-01 9.943538e-01 6.133446e-01 7.031402e-01 -2.079972e+00
8.440000e-01 9.949381e-01 5.550855e-01 7.010277e-01 -2.145188e+00
8.450000e-01 9.954638e-01 4.963019e-01 6.988495e-01 -2.211165e+00
8.460000e-01 9.959305e-01 4.369923e-01 6.966051e-01 -2.277883e+00
8.470000e-01 9.963376e-01 3.771553e-01 6.942935e-01 -2.345318e+00
8.480000e-01 9.966847e-01 3.167892e-01 6.919142e-01 -2.413448e+00
8.490000e-01 9.969710e-01 2.558926e-01 6.894664e-01 -2.482247e+00
8.500000e-01 9.971963e-01 1.944640e-01 6.869495e-01 -2.551689e+00
8.510000e-01 9.973598e-01 1.325018e-01 6.843628e-01 -2.621748e+00
8.520000e-01 9.974611e-01 7.000450e-02 6.817058e-01 -2.692395e+00
8.530000e-01 9.974996e-01 6.970560e-03 6.789779e-01 -2.763601e+00
8.540000e-01 9.974748e-01 -5.660153e-02 6.761784e-01 -2.835334e+00
8.550000e-01 9.973862e-01 -1.207133e-01 6.733070e-01 -2.907563e+00
8.560000e-01 9.972332e-01 -1.853663e-01 6.703632e-01 -2.980254e+00
8.570000e-01 9.970153e-01 -2.505619e-01 6.673464e-01 -3.053373e+00
8.580000e-01 9.967319e-01 -3.163019e-01 6.642563e-01 -3.126883e+00
8.590000e-01 9.963825e-01 -3.825876e-01 6.610925e-01 -3.200747e+00
8.600000e-01 9.959666e-01 -4.494206e-01 6.578547e-01 -3.274925e+00
8.610000e-01 9.954835e-01 -5.168024e-01 6.545426e-01 -3.349378e+00
8.620000e-01 9.949328e-01 -5.847346e-01 6.511558e-01 -3.424064e+00
8.630000e-01 9.943139e-01 -6.532187e-01 6.476944e-01 -3.498939e+00
8.640000e-01 9.936262e-01 -7.222561e-01 6.441579e-01 -3.573959e+00
8.650000e-01 9.928692e-01 -7.918485e-01 6.405464e-01 -3.649076e+00
8.660000e-01 9.920423e-01 -8.619973e-01 6.368598e-01 -3.724244e+00
8.670000e-01 9.911450e-01 -9.327041e-01 6.330979e-01 -3.799412e+00
8.680000e-01 9.901767e-01 -1.003970e+00 6.292609e-01 -3.874530e+00
8.690000e-01 9.891369e-01 -1.075798e+00 6.253489e-01 -3.949544e+00
8.700000e-01 9.880249e-01 -1.148188e+00 6.213619e-01 -4.024399e+00
8.710000e-01 9.868403e-01 -1.221141e+00 6.173002e-01 -4.099041e+00
8.720000e-01 9.855824e-01 -1.294661e+00 6.131639e-01 -4.173410e+00
8.730000e-01 9.842508e-01 -1.368748e+00 6.089535e-01 -4.247447e+00
8.740000e-01 9.828447e-01 -1.443403e+00 6.046692e-01 -4.321090e+00
8.750000e-01 9.813638e-01 -1.518628e+00 6.003114e-01 -4.394276e+00
8.760000e-01 9.798073e-01 -1.594425e+00 5.958808e-01 -4.466940e+00
8.770000e-01 9.781747e-01 -1.670796e+00 5.913777e-01 -4.539014e+00
8.780000e-01 9.764655e-01 -1.747741e+00 5.868030e-01 -4.610430e+00
8.790000e-01 9.746791e-01 -1.825262e+00 5.821571e-01 -4.681115e+00
8.800000e-01 9.728148e-01 -1.903361e+00 5.774410e-01 -4.750998e+00
8.810000e-01 9.708722e-01 -1.982040e+00 5.726554e-01 -4.820004e+00
8.820000e-01 9.688505e-01 -2.061299e+00 5.678013e-01 -4.888054e+00
8.830000e-01 9.667494e-01 -2.141141e+00 5.628797e-01 -4.955070e+00
8.840000e-01 9.645681e-01 -2.221566e+00 5.578915e-01 -5.020971e+00
8.850000e-01 9.623060e-01 -2.302577e+00 5.528381e-01 -5.085674e+00
8.860000e-01 9.599627e-01 -2.384175e+00 5.477206e-01 -5.149091e+00
8.870000e-01 9.575375e-01 -2.466361e+00 5.425404e-01 -5.211137e+00
8.880000e-01 9.550298e-01 -2.549138e+00 5.372988e-01 -5.271720e+00
8.890000e-01 9.524390e-01 -2.632506e+00 5.319975e-01 -5.330749e+00
8.900000e-01 9.497646e-01 -2.716466e+00 5.266379e-01 -5.388128e+00
8.910000e-01 9.470059e-01 -2.801022e+00 5.212218e-01 -5.443761e+00
8.920000e-01 9.441623e-01 -2.886173e+00 5.157510e-01 -5.497548e+00
8.930000e-01 9.412333e-01 -2.971922e+00 5.102274e-01 -5.549387e+00
8.940000e-01 9.382183e-01 -3.058271e+00 5.046529e-01 -5.599174e+00
8.950000e-01 9.351166e-01 -3.145220e+00 4.990297e-01 -5.646803e+00
8.960000e-01 9.319276e-01 -3.232771e+00 4.933600e-01 -5.692163e+00
8.970000e-01 9.286509e-01 -3.320926e+00 4.876462e-01 -5.735143e+00
8.980000e-01 9.252856e-01 -3.409686e+00 4.818906e-01 -5.775629e+00
8.990000e-01 9.218313e-01 -3.499052e+00 4.760958e-01 -5.813504e+00
9.000000e-01 9.182873e-01 -3.589027e+00 4.702645e-01 -5.848646e+00
9.010000e-01 9.146530e-01 -3.679612e+00 4.643995e-01 -5.880935e+00
9.020000e-01 9.109279e-01 -3.770808e+00 4.585036e-01 -5.910244e+00
9.030000e-01 9.071112e-01 -3.862617e+00 4.525800e-01 -5.936446e+00
9.040000e-01 9.032024e-01 -3.955041e+00 4.466318e-01 -5.959410e+00
9.050000e-01 8.992009e-01 -4.048080e+00 4.406623e-01 -5.979001e+00
9.060000e-01 8.951061e-01 -4.141737e+00 4.346750e-01 -5.995083e+00
9.070000e-01 8.909172e-01 -4.236013e+00 4.286734e-01 -6.007517e+00
9.080000e-01 8.866338e-01 -4.330909e+00 4.226612e-01 -6.016159e+00
9.090000e-01 8.822552e-01 -4.426427e+00 4.166424e-01 -6.020865e+00
9.100000e-01 8.777808e-01 -4.522569e+00 4.106208e-01 -6.021484e+00
9.110000e-01 8.732099e-01 -4.619335e+00 4.046008e-01 -6.017866e+00
9.120000e-01 8.685419e-01 -4.716729e+00 3.985866e-01 -6.009854e+00
9.130000e-01 8.637762e-01 -4.814750e+00 3.925826e-01 -5.997292e+00
9.140000e-01 8.589122e-01 -4.913401e+00 3.865936e-01 -5.980016e+00
9.150000e-01 8.539492e-01 -5.012683e+00 3.806242e-01 -5.957863e+00
9.160000e-01 8.488866e-01 -5.112598e+00 3.746795e-01 -5.930665e+00
9.170000e-01 8.437238e-01 -5.213147e+00 3.687646e-01 -5.898248e+00
9.180000e-01 8.384601e-01 -5.314332e+00 3.628848e-01 -5.860440e+00
9.190000e-01 8.330949e-01 -5.416154e+00 3.570456e-01 -5.817060e+00
9.200000e-01 8.276276e-01 -5.518615e+00 3.512526e-01 -5.767928e+00
9.210000e-01 8.220575e-01 -5.621716e+00 3.455117e-01 -5.712857e+00
9.220000e-01 8.163839e-01 -5.725459e+00 3.398289e-01 -5.651659e+00
9.230000e-01 8.106063e-01 -5.829845e+00 3.342105e-01 -5.584140e+00
9.240000e-01 8.047240e-01 -5.934876e+00 3.286628e-01 -5.510105e+00
9.250000e-01 7.987364e-01 -6.040554e+00 3.231925e-01 -5.429352e+00
9.260000e-01 7.926427e-01 -6.146879e+00 3.178064e-01 -5.341678e+00
9.270000e-01 7.864424e-01 -6.253854e+00 3.125116e-01 -5.246875e+00
9.280000e-01 7.801348e-01 -6.361480e+00 3.073151e-01 -5.144731e+00
9.290000e-01 7.737192e-01 -6.469758e+00 3.022246e-01 -5.035030e+00
9.300000e-01 7.671950e-01 -6.578690e+00 2.972477e-01 -4.917553e+00
9.310000e-01 7.605616e-01 -6.688278e+00 2.923922e-01 -4.792075e+00
9.320000e-01 7.538183e-01 -6.798523e+00 2.876663e-01 -4.658370e+00
9.330000e-01 7.469643e-01 -6.909427e+00 2.830782e-01 -4.516205e+00
9.340000e-01 7.399992e-01 -7.020990e+00 2.786367e-01 -4.365343e+00
9.350000e-01 7.329221e-01 -7.133215e+00 2.743505e-01 -4.205545e+00
9.360000e-01 7.257325e-01 -7.246104e+00 2.702287e-01 -4.036565e+00
9.370000e-01 7.184297e-01 -7.359657e+00 2.662806e-01 -3.858154e+00
9.380000e-01 7.110130e-01 -7.473876e+00 2.625156e-01 -3.670060e+00
9.390000e-01 7.034817e-01 -7.588763e+00 2.589437e-01 -3.472023e+00
9.400000e-01 6.958352e-01 -7.704320e+00 2.555750e-01 -3.263783e+00
9.410000e-01 6.880729e-01 -7.820547e+00 2.524197e-01 -3.045070e+00
9.420000e-01 6.801939e-01 -7.937446e+00 2.494884e-01 -2.815615e+00
9.430000e-01 6.721978e-01 -8.055019e+00 2.467921e-01 -2.575140e+00
9.440000e-01 6.640837e-01 -8.173268e+00 2.443419e-01 -2.323365e+00
9.450000e-01 6.558510e-01 -8.292194e+00 2.421492e-01 -2.060004e+00
9.460000e-01 6.474991e-01 -8.411797e+00 2.402259e-01 -1.784766e+00
9.470000e-01 6.390272e-01 -8.532081e+00 2.385838e-01 -1.497355e+00
9.480000e-01 6.304347e-01 -8.653046e+00 2.372353e-01 -1.197471e+00
9.490000e-01 6.217208e-01 -8.774695e+00 2.361931e-01 -8.848096e-01
9.500000e-01 6.128850e-01 -8.897027e+00 2.354701e-01 -5.590589e-01
9.510000e-01 6.039266e-01 -9.020046e+00 2.350794e-01 -2.199035e-01
9.520000e-01 5.948447e-01 -9.143753e+00 2.350348e-01 1.329774e-01
9.530000e-01 5.856388e-01 -9.268148e+00 2.353501e-01 4.999098e-01
9.540000e-01 5.763082e-01 -9.393234e+00 2.360394e-01 8.812252e-01
9.550000e-01 5.668521e-01 -9.519012e+00 2.371174e-01 1.277260e+00
9.560000e-01 5.572699e-01 -9.645484e+00 2.385990e-01 1.688358e+00
9.570000e-01 5.475609e-01 -9.772651e+00 2.404993e-01 2.114864e+00
9.580000e-01 5.377244e-01 -9.900515e+00 2.428340e-01 2.557134e+00
9.590000e-01 5.277597e-01 -1.002908e+01 2.456189e-01 3.015526e+00
9.600000e-01 5.176660e-01 -1.015834e+01 2.488705e-01 3.490403e+00
9.610000e-01 5.074428e-01 -1.028830e+01 2.526054e-01 3.982137e+00
9.620000e-01 4.970892e-01 -1.041897e+01 2.568405e-01 4.491104e+00
9.630000e-01 4.866046e-01 -1.055034e+01 2.615934e-01 5.017685e+00
9.640000e-01 4.759883e-01 -1.068241e+01 2.668819e-01 5.562268e+00
9.650000e-01 4.652395e-01 -1.081520e+01 2.727241e-01 6.125246e+00
9.660000e-01 4.543576e-01 -1.094869e+01 2.791386e-01 6.707021e+00
9.670000e-01 4.433419e-01 -1.108289e+01 2.861445e-01 7.307998e+00
9.680000e-01 4.321916e-01 -1.121781e+01 2.937612e-01 7.928588e+00
9.690000e-01 4.209061e-01 -1.135343e+01 3.020084e-01 8.569211e+00
9.700000e-01 4.094845e-01 -1.148978e+01 3.109064e-01 9.230291e+00
9.710000e-01 3.979263e-01 -1.162684e+01 3.204759e-01 9.912259e+00
9.720000e-01 3.862306e-01 -1.176461e+01 3.307380e-01 1.061555e+01
9.730000e-01 3.743968e-01 -1.190311e+01 3.417143e-01 1.134062e+01
9.740000e-01 3.624242e-01 -1.204233e+01 3.534267e-01 1.208790e+01
9.750000e-01 3.503119e-01 -1.218227e+01 3.658977e-01 1.285786e+01
9.760000e-01 3.380594e-01 -1.232293e+01 3.791501e-01 1.365097e+01
9.770000e-01 3.256658e-01 -1.246433e+01 3.932075e-01 1.446768e+01
9.780000e-01 3.131305e-01 -1.260644e+01 4.080935e-01 1.530849e+01
9.790000e-01 3.004527e-01 -1.274929e+01 4.238326e-01 1.617387e+01
9.800000e-01 2.876317e-01 -1.289287e+01 4.404496e-01 1.706432e+01
9.810000e-01 2.746667e-01 -1.303717e+01 4.579698e-01 1.798034e+01
9.820000e-01 2.615571e-01 -1.318222e+01 4.764190e-01 1.892243e+01
9.830000e-01 2.483020e-01 -1.332799e+01 4.958235e-01 1.989110e+01
9.840000e-01 2.349008e-01 -1.347451e+01 5.162102e-01 2.088688e+01
9.850000e-01 2.213528e-01 -1.362176e+01 5.376065e-01 2.191029e+01
9.860000e-01 2.076571e-01 -1.376975e+01 5.600402e-01 2.296187e+01
9.870000e-01 1.938130e-01 -1.391848e+01 5.835398e-01 2.404216e+01
9.880000e-01 1.798199e-01 -1.406795e+01 6.081343e-01 2.515172e+01
9.890000e-01 1.656769e-01 -1.421817e+01 6.338532e-01 2.629110e+01
9.900000e-01 1.513833e-01 -1.436913e+01 6.607266e-01 2.746086e+01
9.910000e-01 1.369384e-01 -1.452084e+01 6.887852e-01 2.866158e+01
9.920000e-01 1.223413e-01 -1.467330e+01 7.180603e-01 2.989385e+01
9.930000e-01 1.075915e-01 -1.482651e+01 7.485836e-01 3.115825e+01
9.940000e-01 9.268807e-02 -1.498047e+01 7.803877e-01 3.245538e+01
9.950000e-01 7.763031e-02 -1.513518e+01 8.135055e-01 3.378584e+01
9.960000e-01 6.241745e-02 -1.529065e+01 8.479707e-01 3.515026e+01
9.970000e-01 4.704875e-02 -1.544688e+01 8.838175e-01 3.654924e+01
9.980000e-01 3.152345e-02 -1.560386e+01 9.210809e-01 3.798344e+01
9.990000e-01 1.584079e-02 -1.576160e+01 9.597963e-01 3.945347e+01
